DataSet,Study,Journal,Raptor order,Raptor family,Raptor genus,RaptorScientificName,Raptor common name,Continent,Country,Latitude (decimal degree),Longitude (decimal degree),Riparian/Lake,Woodland/Forest/Rainforest,Orchard/Plantation Forest,Pasture (grazed land),Prairie/Grassland/Meadow,Scrub/Shrub/Heath,Urban,Agriculture,Wetland/Marsh/Floodplain,Desert,Tundra,Coastal/Beach/Island,Season of collection,"Start quarter (1:Dec-Feb, 2: Mar-May, 3: Jun-Aug, 4: Sept-Nov)",End quarter,Pellets,Prey remains,Direct observations,DNA,Stomach/Gullet contents,Photos/ Videos,Num_obs,Notes,Year,PelletNumber,PreyPerPellet,
112,Aguiar-Silva et al 2014,Journal of Raptor Research,Accipitriformes,Acciptridae,Harpia,Harpia harpyja,Harpy Eagle,South America,Brazil,-2.622,-56.69,,X,,,,,,,,,,,Breeding,5,,X,X,,,,,253,,2004,,,
113,Iezekiel et al 2004,Raptors Worldwide,Accipitriformes,Acciptridae,Aquila,Aquila fasciata,Bonelli's Eagle,Europe,Cyprus,34.888,33.005,,X,,,,,,,,,,X,Non-breeding,,,X,,,,,,,,2000,,,
114,Caro et al 2011,European Journal of Wildlife Research,Accipitriformes,Acciptridae,Aquila,Aquila fasciata,Bonelli's Eagle,Europe,Spain,37.398,-3.875,,X,X,,X,X,,,,,,,,4,2,X,X,,,,,56,"Valle del Genil, Non-breeding birds/floaters",2003.5,,,
115,Caro et al 2011,European Journal of Wildlife Research,Accipitriformes,Acciptridae,Aquila,Aquila fasciata,Bonelli's Eagle,Europe,Spain,37.817,-1.07,,X,X,,X,X,,,,,,,,4,2,X,X,,,,,79,"Sierra Escalona, Non-breeding birds/floaters",2003.5,,,
116,Ontiveros and Pleguezuelos 2000,Biological Conservation,Accipitriformes,Acciptridae,Aquila,Aquila fasciata,Bonelli's Eagle,Europe,Spain,36.945,-3.583,,X,,,,X,,X,,,,,Breeding,1,2,X,X,,,,,192,,1997.5,,,
117,Resano et al 2012,Nature de Provence,Accipitriformes,Acciptridae,Aquila,Aquila fasciata,Bonelli's Eagle,Europe,Spain,44.49,5.13,,,,,,,,,,,,,Breeding,2,3,X,X,,,,,187,,2010,,,
118,Gil and Pleguezuelos 2001,Journal of Zoology,Accipitriformes,Acciptridae,Circaetus,Circaetus gallicus,Short-toed Snake-eagle,Europe,Spain,37,4,,X,X,,,X,,X,,,,,Breeding,2,3,X,X,,,,,224,,1996.5,,,
119,Cui et al 2008,Polish Journal of Ecology,Accipitriformes,Acciptridae,Buteo,Buteo hemilasius,Upland Buzzard,Asia,Tibet,37.638,101.307,,,,,X,,,,,,,,Breeding,3,,X,X,,,,,762,,2001,,,
120,Cui et al 2008,Polish Journal of Ecology,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Asia,Tibet,37.638,101.307,,,,,X,,,,,,,,Breeding,3,,X,X,,,,,348,,2001,,,
121,Bakaloudis and Vlachos 2011,Journal of Biological Research-Thessaloniki,Accipitriformes,Acciptridae,Circaetus,Circaetus gallicus,Short-toed Snake-eagle,Europe,Greece,40.133,26.45,,X,,,,X,,X,,,,,Breeding,,,,,X,,,,116,Includes data from the older paper by same authors,1997,,,
122,Papageorgiou et al 1993,Avocetta,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Europe,Greece,41.114,26.185,,X,,,,,,,,,,,Breeding,,,X,X,,,,,382,,1991,,,
123,Symes and Antonites 2014,Ostrich,Accipitriformes,Acciptridae,Stephanoaetus,Stephanoaetus coronatus,Crowned Eagle,Africa,South Africa,-30.525,29.669,,X,,,X,,,,,,,,Breeding,,,,X,,,,,179,,1995.5,,,
124,Symes and Antonites 2014,Ostrich,Accipitriformes,Acciptridae,Stephanoaetus,Stephanoaetus coronatus,Crowned Eagle,Africa,South Africa,-29.488,30.263,,,,,X,,,,,,,,Breeding,,,,X,,,,,54,,1995.5,,,
125,Squires et al 1989,Journal of Raptor Research,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,43.716,-105.886,,,,,X,X,,,,,,,Breeding,,,X,X,,,,,525,,1983.5,,,
126,McGahan 1966,Thesis,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,45.66,-110.53,X,,,,X,,,,,,,,Breeding,,,X,X,,,,,980,,1963.5,,,
127,Shafaeipour 2015,Turkish Journal of Zoology,Accipitriformes,Acciptridae,Buteo,Buteo rufinus,Long-legged Buzzard,Asia,Iran,30.467,51.483,,,,,,X,,,,,,,Breeding,,,X,X,,,,X,178,,2012.5,,,
128,Porter and White 1973,Brigham Young University Science Bulletin,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,41.44,-112.18,,,,,,,,,X,,,,,,,,X,,,,,76,,1950,,,
129,Porter and White 1973,Brigham Young University Science Bulletin,Falconiformes,Falconidae,Falco,Falco peregrinus,Peregrine Falcon,North America,USA,41.44,-112.18,,,,,,,,,X,,,,,,,,X,,,,,107,,1950,,,
130,Marti and Braun 1975,The Condor,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,40.38,-105.79,,X,,,,,,,,,,,Breeding,3,,X,X,,,,,89,alpine,1968,,,
131,Zuluaga and Echeverry-Galvis 2016,Ornitologia Neotropical,Accipitriformes,Acciptridae,Spizaetus,Spizaetus isidori,Black-and-chestnut Eagle,South America,Colombia,4.667,-73.485,,X,,,,,,,,,,,Breeding,3,,,X,,,,,34,,2014,,,
132,Wu et al 2008,Journal of Raptor Research,Accipitriformes,Acciptridae,Buteo,Buteo rufinus,Long-legged Buzzard,Asia,China,45.464,90.327,,,,,,,,,,X,,,Breeding,2,3,,X,,,,,50,,2005,,,
133,Nedyalkov et al 2014,Ecologia Balkanica,Falconiformes,Falconidae,Falco,Falco cherrug,Saker Falcon,Asia,Kazakhstan,46.493,73.354,,,,,,,,,,X,,,Breeding,2,3,X,X,,,,,165,,2009,,,
134,Nedyalkov et al 2014,Ecologia Balkanica,Accipitriformes,Acciptridae,Aquila,Aquila heliaca,Eastern Imperial Eagle,Asia,Kazakhstan,44.857,73.939,,,,,,,,,,X,,,Breeding,2,3,X,X,,,,,33,,2009,,,
135,Alivizatos and Goutner 1997,Israel Journal of Zoology,Accipitriformes,Acciptridae,Buteo,Buteo rufinus,Long-legged Buzzard,Europe,Greece,41,26,,X,,,,X,,X,,,,,Breeding,2,3,X,X,X,,,,413,,1991,,,
136,Fitzsimons et al 2014,Corella,Accipitriformes,Acciptridae,Aquila,Aquila audax,Wedge-tailed Eagle,Australia/Oceania,Australia,-35.85,137.092,,X,,X,,,,,,,,X,Breeding,4,1,X,X,,,,,21,,2007.5,,,
137,Foster and Wallis 2010,Corella,Accipitriformes,Acciptridae,Aquila,Aquila audax,Wedge-tailed Eagle,Australia/Oceania,Australia,-37.667,144.435,,,,,,,,X,,,,,Breeding,,,X,X,,,,,111,,1999.5,,,
138,Winkel 2007,Corella,Accipitriformes,Acciptridae,Aquila,Aquila audax,Wedge-tailed Eagle,Australia/Oceania,Australia,-21.724,141.513,,,,X,X,,,,,,,,Breeding,2,3,X,X,,,,,448,Methods and sites combined for increased taxonomic specificity,1993,,,
139,Debus et al 2007,Australian Field Ornithology,Accipitriformes,Acciptridae,Hieraaetus,Hieraaetus morphnoides,Little Eagle,Australia/Oceania,Australia,-30.5,151.667,,X,,,X,,,X,,,,,Breeding,1,2,X,X,X,,,,23,,2006,,,
140,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,,X,,,,,,X,X,,,X,,1,,X,,,,,,220,Evros W,1987,,,
141,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,,X,,,,,,X,X,,,X,Breeding,3,,X,,,,,,99,Evros S,1987,,,
142,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,,,,X,,,,,X,,,X,,1,,X,,,,,,311,Porto Lagos W,1987,,,
143,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,,,,X,,,,,X,,,X,Breeding,3,,X,,,,,,355,Porto Lagos S,1987,,,
144,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,,,,,,,,X,X,,,X,,1,,X,,,,,,288,Lafres W,1987,,,
145,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,,,,,,,,X,X,,,X,Breeding,3,,X,,,,,,404,Lafres S,1987,,,
146,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,X,,,,,,,,X,,,X,,1,,X,,,,,,154,Mitrikou W,1987,,,
147,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.4,26.7,X,,,,,,,,X,,,X,Breeding,3,,X,,,,,,81,Mitrikou S,1987,,,
148,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Greece,41.4,26.7,,X,,,,,,X,X,,,X,,1,,X,,,,,,442,Evros W,1987,,,
149,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Greece,41.4,26.7,,X,,,,,,X,X,,,X,Breeding,3,,X,,,,,,370,Evros S,1987,,,
150,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Greece,41.4,26.7,,,,X,,,,,X,,,X,Breeding,3,,X,,,,,,103,Porto Lagos S,1987,,,
151,Goutner and Alivizatos 2003,Belgian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Greece,41.4,26.7,,,,,,,,X,X,,,X,Breeding,3,,X,,,,,,113,Lafres S,1987,,,
152,Cherriman 2007,Thesis,Accipitriformes,Acciptridae,Aquila,Aquila audax,Wedge-tailed Eagle,Australia/Oceania,Australia,-31.798,116.16,,X,,X,X,,,,X,,,,Breeding,,,X,X,X,,,,247,,2005,,,
153,Haak 1982,Thesis,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,41.784,-121.53,,X,,,X,X,,,,,,,Breeding,2,3,X,X,X,,,,124,,1976.5,,,
154,Fowler 1931,The Condor,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,37.34,-121.69,,,,,,X,,,,,,,Breeding,2,3,X,X,,,,,80,,1928,,,
155,MacLaren et al 1988,Great Basin Naturalist,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,41.71,-106.12,,,,,,X,,,,,,,Breeding,2,3,X,X,,,,,168,,1981.5,,,
156,MacLaren et al 1988,Great Basin Naturalist,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,41.71,-106.12,,,,,,X,,,,,,,Breeding,2,3,X,X,,,,,560,,1981.5,,,
157,MacLaren et al 1988,Great Basin Naturalist,Accipitriformes,Acciptridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,North America,USA,41.71,-106.12,,,,,,X,,,,,,,Breeding,2,3,X,X,,,,,104,,1981.5,,,
158,MacLaren et al 1988,Great Basin Naturalist,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,41.71,-106.12,,,,,,X,,,,,,,Breeding,2,3,X,X,,,,,278,,1981.5,,,
159,Angelici et al 1997,Journal of Raptor Research,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Greece,36.55,26.367,,,X,,,X,,X,,,,,Breeding,3,,X,,,,,,1068,,1990,,,
160,Watson and Davies 2015,Northwestern Naturalist,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,47.02,-118.93,,X,,,X,X,,,,,,,Breeding,3,,X,X,X,,,,192,,2010,,,
161,Smith and Murphy 1973,Brigham Young University Science Bulletin,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,280,,1969,,,
162,Smith and Murphy 1973,Brigham Young University Science Bulletin,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,207,,1969,,,
163,Smith and Murphy 1973,Brigham Young University Science Bulletin,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,182,,1969,,,
164,Smith and Murphy 1973,Brigham Young University Science Bulletin,Accipitriformes,Acciptridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,190,,1969,,,
165,Smith and Murphy 1973,Brigham Young University Science Bulletin,Accipitriformes,Acciptridae,Buteo,Buteo swainsoni,Swainson's Hawk,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,82,,1969,,,
166,Johnsen et al 2007,Ornis Fennica,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,Europe,Norway,70.05,25.14,,,,,,,,,,,,X,Breeding,3,,X,X,,,,,144,,2003.5,,,
167,Johnsen et al 2007,Ornis Fennica,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,Europe,Norway,69.53,25.486,,X,,,,,,,,,,,Breeding,3,,X,X,,,,,325,,2003.5,,,
168,Marr and Knight 1983,The Murrelet,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,47.362,-120.673,,X,,,,,,,,,,,Year round,5,,,X,,,,,313,,1977.5,,,
169,Smith and Murphy 1973,Brigham Young University Science Bulletin,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,26,,1970,,,
170,Smith and Murphy 1973,Brigham Young University Science Bulletin,Accipitriformes,Acciptridae,Circus,Circus hudsonius,Northern Harrier,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,38,,1969,,,
171,Smith and Murphy 1973,Brigham Young University Science Bulletin,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,77,,1969,,,
172,Sarasola et al 2010,Journal of Raptor Research,Accipitriformes,Acciptridae,Elanus,Elanus leucurus,White-tailed Kite,South America,Argentina,-36.14,-63.857,,,,X,,,,X,,,,,Non-breeding,3,,X,,,,,,414,,2007,235,1.76,
173,Sarasola et al 2010,Journal of Raptor Research,Accipitriformes,Acciptridae,Elanus,Elanus leucurus,White-tailed Kite,South America,Argentina,-36.14,-63.857,,,,X,,,,X,,,,,Non-breeding,3,,X,,,,,,334,,2008,202,1.65,
174,Collopy and Koplin 1983,The Condor,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,USA,40.886,-124.12,,,,X,X,,,,,,,,,4,2,,,X,,,,288,,1972.5,,,
175,Hector 1985,The Condor,Falconiformes,Falconidae,Falco,Falco femoralis,Aplomado Falcon,North America,Mexico,20,-95,,X,,,X,,,X,,,,,Breeding,2,3,,X,,,,,256,,1978,,,
176,Smith and Murphy 1973,Brigham Young University Science Bulletin,Strigiformes,Strigidae,Asio,Asio flammeus,Short-eared Owl,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,35,,1970,,,
177,Smith and Murphy 1973,Brigham Young University Science Bulletin,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,40.28,-112.33,,X,,,,X,,,,,,,Breeding,,,X,X,,,,,89,,1969,,,
178,Sanchez-Zapata et al 2010,Bird Study,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,Europe,Spain,37.9,-2.15,,X,,X,X,X,,,,,,,Breeding,3,,,X,,,,,33,,2006,,,
179,D'Ostilio 1954,Thesis,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,40.86,-105,,X,,,X,,,,,,,,,,,,X,,,,,191,,1954,,,
180,Sergio and Boto 1999,Journal of Raptor Research,Accipitriformes,Acciptridae,Milvus,Milvus migrans,Black Kite,Europe,Italy,45.78,8.95,,X,,,,,,,,,,,Breeding,2,3,,X,,,,,307,,1994.5,,,
181,Page and Whitacre 1975,The Condor,Falconiformes,Falconidae,Falco,Falco columbarius,Merlin,North America,USA,37.9,-122.67,,X,,,,,,,,,,X,,4,1,X,X,X,,,,143,,1972.5,,,
182,Page and Whitacre 1975,The Condor,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,USA,37.9,-122.67,,X,,,,,,,,,,X,,4,1,,X,X,,,,31,,1972.5,,,
183,USGS 2017,USGS Report,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,35.93,-115.97,,,,,,,,,,X,,,Breeding,,,,X,,,,,138,,2014.5,,,
184,USGS 2017,USGS Report,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,35.93,-115.97,,,,,,,,,,X,,,Breeding,,,,,,,,X,155,,2014,,,
185,Reynolds 1969,Thesis,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,45.72,-110.55,,X,,,X,,,,,,,,,,,X,X,,,,,1009,,1964.5,,,
186,Sun et al 2009,Journal of Raptor Research,Accipitriformes,Acciptridae,Nisaetus,Nisaetus nipalensis,Mountain Hawk-eagle,Asia,Taiwan,22.439,120.617,,X,,,,,,,,,,,Breeding,2,3,,,X,,,,36,Jialuoban,2007,,,
187,Georgiev 2009,Ecologia Balkanica,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,Europe,Bulgaria,42.5,25.67,,X,,,X,,,,,,,,,,,X,X,,,,,65,alpine,2000.333,,,
188,Murphy et al 1969,Brigham Young University Science Bulletin,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,40.4,-112.23,,,,,,X,,,,X,,,Breeding,2,,X,X,,,,,173,,1967.5,,,
189,Murphy et al 1969,Brigham Young University Science Bulletin,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,40.4,-112.23,,,,,,X,,,,X,,,Breeding,2,,X,X,,,,,283,,1967.5,,,
190,Restani 1991,The Condor,Accipitriformes,Acciptridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,North America,USA,44.62,-112.25,,,,X,X,X,,,,,,,Breeding,,,X,X,,,,,97,,1987.5,,,
191,Restani 1991,The Condor,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,44.62,-112.25,,,,X,X,X,,,,,,,Breeding,,,X,X,,,,,190,,1987.5,,,
192,Restani 1991,The Condor,Accipitriformes,Acciptridae,Buteo,Buteo swainsoni,Swainson's Hawk,North America,USA,44.62,-112.25,,,,X,X,X,,,,,,,Breeding,,,X,X,,,,,175,,1987.5,,,
193,Lokemoen and Duebbert 1976,The Condor,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,45.85,-99.28,,,,X,X,,,X,X,,,,Breeding,2,3,X,X,,,,,129,,1973.5,,,
194,Howard and Wolfe 1976,Journal of Range Management,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,42,-113.08,,,,,,X,,,,,,,Breeding,2,3,X,X,,,,,46,,1973,,,
195,Giovanni et al 2007,The Wilson Journal of Ornithology,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,36.48,-102.93,,,,X,,,,X,,,,,Breeding,,,,,,,,X,760,,2003.5,,,
196,Gilmer and Stewart 1983,Journal of Wildlife Management,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,48.75,-102.31,,X,,X,X,,,X,,,,,Breeding,2,3,,X,,,,,120,,1977,,,
197,Giovanni et al 2007,The Wilson Journal of Ornithology,Accipitriformes,Acciptridae,Buteo,Buteo swainsoni,Swainson's Hawk,North America,USA,36.48,-102.93,,,,X,,,,X,,,,,Breeding,,,,,,,,X,920,,2003.5,,,
198,Gates 1972,The Wilson Bulletin,Accipitriformes,Acciptridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,North America,USA,43.63,-88.73,,,,X,,,,X,X,,,,,1,3,,X,X,,,,176,,1963.5,,,
199,Ensign 1983,Thesis,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,45.46,-104.57,,,,,X,X,,,,,,,Breeding,,,X,X,,,,,166,,1981,,,
200,Cottrell 1981,Thesis,Accipitriformes,Acciptridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,North America,USA,45.56,-116.97,,,,,X,X,,,,,,,Breeding,2,4,X,X,,,,,72,,1979,,,
201,Cottrell 1981,Thesis,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,45.56,-116.97,,,,,X,X,,,,,,,Breeding,2,4,X,X,,,,,18,,1979,,,
202,Stendell and Meyers 1973,The Condor,Accipitriformes,Acciptridae,Elanus,Elanus leucurus,White-tailed Kite,North America,USA,36.38,-121.567,,X,,,X,X,,,,,,,,2,,X,,,,,,55,Data already in: Blair and Schitoskey 1982,1970,39,1.41,
203,Bloom and Hawks 1982,Journal of Raptor Research,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,41.18,-120,,,,,X,X,,,,,,,Breeding,2,3,X,X,,,,,258,,1976,,,
204,Boag 1977,The Canadian Field-Naturalist,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,Canada,50.65,-114.63,,,,,,,,,,,,,Breeding,2,3,,X,,,,,99,,1955,,,
205,Yanez et al 1980,The Auk,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,South America,Chile,-32.35,-70.53,,X,,,,X,,,,,,,,4,1,X,,,,,,352,,1973.5,202,1.74,
206,Smith et al 1972,The Southwestern Naturalist,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,USA,40.22,-112.02,,,,X,,,,X,X,,,,Breeding,,,X,X,X,,,,836,,1968.5,,,
207,Sandor and Ionescu 2009,North-Western Journal of Zoology,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Europe,Romania,46.5,24.49,,X,,,,,X,,,,,,,2,,X,X,,,,,1782,,2003,,,
208,Sarasola et al 2003,Journal of Raptor Research,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,South America,Argentina,-36.92,-64.27,,X,,,,,,,,,,,,2,,X,X,,,,,681,,2000,,,
209,Cruz 1976,The Condor,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,Jamaica,18.14,-77.16,,X,X,X,,X,X,X,,,,,,1,2,,,X,,,,109,,1970.5,,,
210,Craig and Trost 1979,The Wilson Bulletin,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,USA,43.78,-112.89,,,,,,X,,,,,,,Breeding,,,,X,,,,,59,,1975,,,
211,Craig and Trost 1979,The Wilson Bulletin,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,43.78,-112.89,,,,,,X,,,,,,,Breeding,,,X,X,,,,,97,,1976,,,
212,Heintzelman 1964,The Wilson Bulletin,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,USA,40.63,-75.89,,,,,,,,X,,,,,,3,,X,X,,,,,272,,1961.5,,,
213,Hakala et al 2006,Ornis Fennica,Strigiformes,Strigidae,Bubo,Bubo scandiacus,Snowy Owl,Europe,Finland,68.38,23.63,,,,,,X,,,,,X,,Breeding,,,X,X,,,,,1053,,1974,,,
214,Hakala et al 2006,Ornis Fennica,Strigiformes,Strigidae,Bubo,Bubo scandiacus,Snowy Owl,Europe,Finland,69.91,27.03,,,,,,,,,X,,,,Breeding,,,X,X,,,,,138,,1987,,,
215,Forsman et al 2004,Journal of Raptor Research,Strigiformes,Strigidae,Strix,Strix occidentalis,Spotted Owl,North America,USA,46.19,-121.79,,X,,,,,,,,,,,Breeding,,,X,X,,,,,24496,,1986.5,,,
216,Tumurbat et al 2009,Ardea,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Asia,Mongolia,47.77,107.2,,,,,X,,,,,,,,Breeding,2,3,X,X,,,,,276,,2005,,,
217,Kafkaletou-Diez et al 2008,Journal of Biological Research,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Europe,Greece,41.53,26.5,,,X,,,,,X,,,,,,1,,X,X,,,,,137,,2005.5,,,
218,Mikkola and Tornberg 2014,Ornis Fennica,Strigiformes,Strigidae,Bubo,Bubo bubo,Eurasian Eagle-owl,Europe,Finland,65,25.46,,,,,,,,,,,,,Year round,5,,,,,,X,,795,,1968.5,,,
219,Selcuk et al 2017,Acta Zoologica,Strigiformes,Strigidae,Asio,Asio flammeus,Short-eared Owl,Asia,Turkey,40.66,35.83,,,,,X,,,X,,,,,Non-breeding,1,,X,,,,,,90,,2015,78,1.15,
220,Selcuk et al 2017,Acta Zoologica,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Asia,Turkey,40.66,35.83,,,,,X,,,X,,,,,Non-breeding,1,,X,,,,,,467,,2015,231,2.02,
221,Ramanujam and Singh 2017,Journal of Threatened Taxa,Strigiformes,Strigidae,Bubo,Bubo bengalensis,Rock Eagle-owl,Asia,India,12.24,79.05,,,,,,,X,,,,,,Breeding,2,3,X,X,,,,,84,Arunachala Hill,2015,,,
222,Ramanujam and Singh 2017,Journal of Threatened Taxa,Strigiformes,Strigidae,Bubo,Bubo bengalensis,Rock Eagle-owl,Asia,India,12.02,79.85,,,,,,,X,,,,,,Breeding,2,3,X,X,,,,,82,Pondicherry University Campus,2015,,,
223,Khaleghizadeh et al 2009,Ardea,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Asia,Iran,31.01,61.5,,,,,,,,,,X,,,Non-breeding,1,2,X,,,,,,258,Paper said 'about 250 pelleets',2006.5,250,1.03,
224,Dziemian et al 2012,Biological Letters,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Europe,Poland,50.03,21.97,,,,,,,X,,,,,,Non-breeding,1,,X,,,,,,445,,2007,221,2.01,
225,Poole and Boag 1987,Canadian Journal of Zoology,Falconiformes,Falconidae,Falco,Falco rusticolus,Gyrfalcon,North America,Canada,68.167,-106.25,,,,,,,,,,,X,X,,1,3,X,X,X,,,,1001,"not separated by remains/pellets and observed, because there seems to be some overlap between them (ie remains/pellets + observed is more than total)",1985,,,
226,Tome 1994,Journal of Raptor Research,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Europe,Slovenia,46.02,14.5,,,,,,,,X,,,,,,5,,X,,,,,,699,,1989,,,
