"DataSet","lat","lon","subbiome","biome","ecozone","subbiome_n","biome_n","ecozone_n"
177,40.28,-112.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
178,37.9,-2.15,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
179,40.86,-105,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
180,45.78,8.95,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
181,37.9,-122.67,NA,NA,NA,NA,NA,NA
182,37.9,-122.67,NA,NA,NA,NA,NA,NA
183,35.93,-115.97,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
184,35.93,-115.97,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
185,45.72,-110.55,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
186,22.439,120.617,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
187,42.5,25.67,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
188,40.4,-112.23,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
189,40.4,-112.23,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
190,44.62,-112.25,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
191,44.62,-112.25,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
192,44.62,-112.25,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
193,45.85,-99.28,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
194,42,-113.08,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
195,36.48,-102.93,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
196,48.75,-102.31,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
197,36.48,-102.93,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
198,43.63,-88.73,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
199,45.46,-104.57,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
200,45.56,-116.97,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
201,45.56,-116.97,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
202,36.38,-121.567,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
203,41.18,-120,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
204,50.65,-114.63,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
205,-32.35,-70.53,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
206,40.22,-112.02,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
207,46.5,24.49,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
208,-36.92,-64.27,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
209,18.14,-77.16,"9a",9,"DB","9a. Tropical rain forests","9. Biome of the tropical rain forests","DB. Tropical pluvial, rainy all the year round ecozone"
210,43.78,-112.89,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
211,43.78,-112.89,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
212,40.63,-75.89,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
213,68.38,23.63,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
214,69.91,27.03,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
215,46.19,-121.79,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
216,47.77,107.2,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
217,41.53,26.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
218,65,25.46,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
219,40.66,35.83,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
220,40.66,35.83,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
221,12.24,79.05,"8b",8,"DA","8b. Tropical pluviseasonal forests and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
222,12.02,79.85,"8b",8,"DA","8b. Tropical pluviseasonal forests and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
223,31.01,61.5,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
224,50.03,21.97,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
225,68.167,-106.25,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
226,46.02,14.5,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
227,44.98,7.58,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
228,63.09,23.06,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
229,55.27,-3.18,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
230,65.35,-164.09,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
231,80.5,-74.33,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
232,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
233,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
234,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
235,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
236,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
237,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
238,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
239,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
240,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
241,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
242,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
243,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
244,69,25,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
245,53.17,-3.35,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
246,-34.48,148.95,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
247,-34.48,148.95,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
248,NA,NA,NA,NA,NA,NA,NA,NA
249,45.44,9.19,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
250,67.72,29.75,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
251,43.08,-116.05,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
252,48.42,-123.29,NA,NA,NA,NA,NA,NA
253,45.68,-116.8,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
254,47.34,-120.33,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
255,43.5,-89.9,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
256,39.12,-84.38,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
257,39.12,-84.38,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
258,43.08,-116.05,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
259,41.33,-85.38,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
260,41.33,-85.38,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
261,62.97,-155.58,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
262,49.1,-123.17,NA,NA,NA,NA,NA,NA
263,53.32,-132.15,"4b",4,"BA","4b. Conifer coastal forests","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
264,42.73,-89.31,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
265,42.73,-89.31,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
266,42.73,-89.31,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
267,42.73,-89.31,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
268,42.73,-89.31,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
269,42.73,-89.31,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
270,42.73,-89.31,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
271,39.57,-91.11,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
272,34.74,-110.86,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
273,52.71,23.84,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
274,39.84,-121.7,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
275,43.51,-112.04,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
276,50.95,-113.97,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
277,46.49,-111.18,"2b",2,"AA","2b. Forests and shrublands of the temperate oro belt","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
278,44.503,-123.552,"4b",4,"BA","4b. Conifer coastal forests","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
279,47.4,104.02,"6b",6,"BC","6b. Grass-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
280,40.28,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
281,63.43,10.39,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
282,65.58,-17,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
283,38.441,-85.498,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
284,41.71,1.29,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
285,-35.163,149.231,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
